"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"15.11.2020 22:15 - 15.11.2020 22:30","50626","51998"
"15.11.2020 22:30 - 15.11.2020 22:45","49921","51601"
"15.11.2020 22:45 - 15.11.2020 23:00","49237","51124"
"15.11.2020 23:00 - 15.11.2020 23:15","48112","49838"
"15.11.2020 23:15 - 15.11.2020 23:30","47307","48428"
"15.11.2020 23:30 - 15.11.2020 23:45","46596","47619"
"15.11.2020 23:45 - 16.11.2020 00:00","46067","47016"
"16.11.2020 00:00 - 16.11.2020 00:15","45229","46431"
"16.11.2020 00:15 - 16.11.2020 00:30","44582","45639"
"16.11.2020 00:30 - 16.11.2020 00:45","44310","45228"
"16.11.2020 00:45 - 16.11.2020 01:00","43872","44910"
"16.11.2020 01:00 - 16.11.2020 01:15","43342","44325"
"16.11.2020 01:15 - 16.11.2020 01:30","43103","43916"
"16.11.2020 01:30 - 16.11.2020 01:45","43123","43327"
"16.11.2020 01:45 - 16.11.2020 02:00","42768","43394"
"16.11.2020 02:00 - 16.11.2020 02:15","42491","43474"
"16.11.2020 02:15 - 16.11.2020 02:30","42437","43527"
"16.11.2020 02:30 - 16.11.2020 02:45","42493","43225"
"16.11.2020 02:45 - 16.11.2020 03:00","42457","43159"
"16.11.2020 03:00 - 16.11.2020 03:15","42645","43507"
"16.11.2020 03:15 - 16.11.2020 03:30","42883","43139"
"16.11.2020 03:30 - 16.11.2020 03:45","43002","43699"
"16.11.2020 03:45 - 16.11.2020 04:00","43138","44099"
"16.11.2020 04:00 - 16.11.2020 04:15","43599","44888"
"16.11.2020 04:15 - 16.11.2020 04:30","44163","45243"
"16.11.2020 04:30 - 16.11.2020 04:45","44845","45933"
"16.11.2020 04:45 - 16.11.2020 05:00","45402","46492"
"16.11.2020 05:00 - 16.11.2020 05:15","46687","48177"
"16.11.2020 05:15 - 16.11.2020 05:30","47504","49518"
"16.11.2020 05:30 - 16.11.2020 05:45","48767","51072"
"16.11.2020 05:45 - 16.11.2020 06:00","50650","52848"
"16.11.2020 06:00 - 16.11.2020 06:15","53955","55416"
"16.11.2020 06:15 - 16.11.2020 06:30","56465","57671"
"16.11.2020 06:30 - 16.11.2020 06:45","58464","60164"
"16.11.2020 06:45 - 16.11.2020 07:00","60379","62274"
"16.11.2020 07:00 - 16.11.2020 07:15","62447","65358"
"16.11.2020 07:15 - 16.11.2020 07:30","63388","66341"
"16.11.2020 07:30 - 16.11.2020 07:45","64289","67215"
"16.11.2020 07:45 - 16.11.2020 08:00","65040","67304"
"16.11.2020 08:00 - 16.11.2020 08:15","65799","67887"
"16.11.2020 08:15 - 16.11.2020 08:30","66357","68279"
"16.11.2020 08:30 - 16.11.2020 08:45","66589","69322"
"16.11.2020 08:45 - 16.11.2020 09:00","66943","69517"
"16.11.2020 09:00 - 16.11.2020 09:15","66604","69572"
"16.11.2020 09:15 - 16.11.2020 09:30","67045","69763"
"16.11.2020 09:30 - 16.11.2020 09:45","67354","70315"
"16.11.2020 09:45 - 16.11.2020 10:00","67803","70370"
"16.11.2020 10:00 - 16.11.2020 10:15","68029","69766"
"16.11.2020 10:15 - 16.11.2020 10:30","68223","70294"
"16.11.2020 10:30 - 16.11.2020 10:45","68562","70805"
"16.11.2020 10:45 - 16.11.2020 11:00","68686","70923"
"16.11.2020 11:00 - 16.11.2020 11:15","68880","71546"
"16.11.2020 11:15 - 16.11.2020 11:30","69154","72227"
"16.11.2020 11:30 - 16.11.2020 11:45","69611","73031"
"16.11.2020 11:45 - 16.11.2020 12:00","69758","73317"
"16.11.2020 12:00 - 16.11.2020 12:15","69251","72669"
"16.11.2020 12:15 - 16.11.2020 12:30","68934","72716"
"16.11.2020 12:30 - 16.11.2020 12:45","69104","73126"
"16.11.2020 12:45 - 16.11.2020 13:00","69232","72849"
"16.11.2020 13:00 - 16.11.2020 13:15","69213","71386"
"16.11.2020 13:15 - 16.11.2020 13:30","68954","71704"
"16.11.2020 13:30 - 16.11.2020 13:45","68469","70339"
"16.11.2020 13:45 - 16.11.2020 14:00","68051","70360"
"16.11.2020 14:00 - 16.11.2020 14:15","67687","70133"
"16.11.2020 14:15 - 16.11.2020 14:30","67676","70259"
"16.11.2020 14:30 - 16.11.2020 14:45","67604","70085"
"16.11.2020 14:45 - 16.11.2020 15:00","67283","69382"
"16.11.2020 15:00 - 16.11.2020 15:15","67176","69421"
"16.11.2020 15:15 - 16.11.2020 15:30","66856","68943"
"16.11.2020 15:30 - 16.11.2020 15:45","66803","68225"
"16.11.2020 15:45 - 16.11.2020 16:00","66428","67574"
"16.11.2020 16:00 - 16.11.2020 16:15","66642","68036"
"16.11.2020 16:15 - 16.11.2020 16:30","66701","68292"
"16.11.2020 16:30 - 16.11.2020 16:45","66968","68741"
"16.11.2020 16:45 - 16.11.2020 17:00","67521","69314"
"16.11.2020 17:00 - 16.11.2020 17:15","68699","70570"
"16.11.2020 17:15 - 16.11.2020 17:30","69396","71384"
"16.11.2020 17:30 - 16.11.2020 17:45","69927","71508"
"16.11.2020 17:45 - 16.11.2020 18:00","70189","71430"
"16.11.2020 18:00 - 16.11.2020 18:15","70084","71113"
"16.11.2020 18:15 - 16.11.2020 18:30","69987","70880"
"16.11.2020 18:30 - 16.11.2020 18:45","69836","70102"
"16.11.2020 18:45 - 16.11.2020 19:00","69559","69593"
"16.11.2020 19:00 - 16.11.2020 19:15","68816","69186"
"16.11.2020 19:15 - 16.11.2020 19:30","68018","68863"
"16.11.2020 19:30 - 16.11.2020 19:45","67361","68082"
"16.11.2020 19:45 - 16.11.2020 20:00","66744","67169"
"16.11.2020 20:00 - 16.11.2020 20:15","65349","66193"
"16.11.2020 20:15 - 16.11.2020 20:30","63829","64890"
"16.11.2020 20:30 - 16.11.2020 20:45","62900","63381"
"16.11.2020 20:45 - 16.11.2020 21:00","61935","62692"
"16.11.2020 21:00 - 16.11.2020 21:15","61016","61826"
"16.11.2020 21:15 - 16.11.2020 21:30","60171","61011"
"16.11.2020 21:30 - 16.11.2020 21:45","59467","59959"
"16.11.2020 21:45 - 16.11.2020 22:00","58762","59190"
"16.11.2020 22:00 - 16.11.2020 22:15","58597","59044"
"16.11.2020 22:15 - 16.11.2020 22:30","57772","58154"
"16.11.2020 22:30 - 16.11.2020 22:45","56536","57050"
"16.11.2020 22:45 - 16.11.2020 23:00","55504","55993"
"16.11.2020 23:00 - 16.11.2020 23:15","54047","54871"
"16.11.2020 23:15 - 16.11.2020 23:30","53030","53994"
"16.11.2020 23:30 - 16.11.2020 23:45","52155","52927"
"16.11.2020 23:45 - 17.11.2020 00:00","51556","52506"
"17.11.2020 00:00 - 17.11.2020 00:15","49022","51649"
"17.11.2020 00:15 - 17.11.2020 00:30","48159","50647"
"17.11.2020 00:30 - 17.11.2020 00:45","47641","50003"
"17.11.2020 00:45 - 17.11.2020 01:00","47283","49454"
"17.11.2020 01:00 - 17.11.2020 01:15","46728","49031"
"17.11.2020 01:15 - 17.11.2020 01:30","46377","48618"
"17.11.2020 01:30 - 17.11.2020 01:45","46042","48230"
"17.11.2020 01:45 - 17.11.2020 02:00","45862","48139"
"17.11.2020 02:00 - 17.11.2020 02:15","45552","47783"
"17.11.2020 02:15 - 17.11.2020 02:30","45524","47417"
"17.11.2020 02:30 - 17.11.2020 02:45","45590","47647"
"17.11.2020 02:45 - 17.11.2020 03:00","45598","47599"
"17.11.2020 03:00 - 17.11.2020 03:15","45751","47278"
"17.11.2020 03:15 - 17.11.2020 03:30","46124","47311"
"17.11.2020 03:30 - 17.11.2020 03:45","46152","47207"
"17.11.2020 03:45 - 17.11.2020 04:00","46312","47836"
"17.11.2020 04:00 - 17.11.2020 04:15","46827","48732"
"17.11.2020 04:15 - 17.11.2020 04:30","47320","48819"
"17.11.2020 04:30 - 17.11.2020 04:45","47943","49387"
"17.11.2020 04:45 - 17.11.2020 05:00","48529","50258"
"17.11.2020 05:00 - 17.11.2020 05:15","49697","51998"
"17.11.2020 05:15 - 17.11.2020 05:30","50357","52485"
"17.11.2020 05:30 - 17.11.2020 05:45","51633","53888"
"17.11.2020 05:45 - 17.11.2020 06:00","53364","55268"
"17.11.2020 06:00 - 17.11.2020 06:15","56347","58094"
"17.11.2020 06:15 - 17.11.2020 06:30","58718","60476"
"17.11.2020 06:30 - 17.11.2020 06:45","60573","62396"
"17.11.2020 06:45 - 17.11.2020 07:00","62278","64213"
"17.11.2020 07:00 - 17.11.2020 07:15","64280","66175"
"17.11.2020 07:15 - 17.11.2020 07:30","64893","67218"
"17.11.2020 07:30 - 17.11.2020 07:45","65573","67742"
"17.11.2020 07:45 - 17.11.2020 08:00","66096","68509"
"17.11.2020 08:00 - 17.11.2020 08:15","66830","69818"
"17.11.2020 08:15 - 17.11.2020 08:30","67141","70292"
"17.11.2020 08:30 - 17.11.2020 08:45","67409","70196"
"17.11.2020 08:45 - 17.11.2020 09:00","67909","70094"
"17.11.2020 09:00 - 17.11.2020 09:15","67327","69896"
"17.11.2020 09:15 - 17.11.2020 09:30","67717","69969"
"17.11.2020 09:30 - 17.11.2020 09:45","68213","69980"
"17.11.2020 09:45 - 17.11.2020 10:00","68571","70823"
"17.11.2020 10:00 - 17.11.2020 10:15","68804","70763"
"17.11.2020 10:15 - 17.11.2020 10:30","69161","71419"
"17.11.2020 10:30 - 17.11.2020 10:45","69262","71904"
"17.11.2020 10:45 - 17.11.2020 11:00","69427","72395"
"17.11.2020 11:00 - 17.11.2020 11:15","69724","72935"
"17.11.2020 11:15 - 17.11.2020 11:30","70011","73752"
"17.11.2020 11:30 - 17.11.2020 11:45","70286","74067"
"17.11.2020 11:45 - 17.11.2020 12:00","70404","74495"
"17.11.2020 12:00 - 17.11.2020 12:15","69940","73707"
"17.11.2020 12:15 - 17.11.2020 12:30","69638","73297"
"17.11.2020 12:30 - 17.11.2020 12:45","69569","73283"
"17.11.2020 12:45 - 17.11.2020 13:00","69658","73462"
"17.11.2020 13:00 - 17.11.2020 13:15","69664","73321"
"17.11.2020 13:15 - 17.11.2020 13:30","69305","73034"
"17.11.2020 13:30 - 17.11.2020 13:45","68787","73140"
"17.11.2020 13:45 - 17.11.2020 14:00","68197","72444"
"17.11.2020 14:00 - 17.11.2020 14:15","67838","72440"
"17.11.2020 14:15 - 17.11.2020 14:30","67755","71932"
"17.11.2020 14:30 - 17.11.2020 14:45","67747","71350"
"17.11.2020 14:45 - 17.11.2020 15:00","67473","71406"
"17.11.2020 15:00 - 17.11.2020 15:15","67209","71554"
"17.11.2020 15:15 - 17.11.2020 15:30","66986","70995"
"17.11.2020 15:30 - 17.11.2020 15:45","66765","70502"
"17.11.2020 15:45 - 17.11.2020 16:00","66433","70113"
"17.11.2020 16:00 - 17.11.2020 16:15","66596","70289"
"17.11.2020 16:15 - 17.11.2020 16:30","66740","69973"
"17.11.2020 16:30 - 17.11.2020 16:45","66994","70244"
"17.11.2020 16:45 - 17.11.2020 17:00","67623","70922"
"17.11.2020 17:00 - 17.11.2020 17:15","68763","72198"
"17.11.2020 17:15 - 17.11.2020 17:30","69439","72505"
"17.11.2020 17:30 - 17.11.2020 17:45","69943","72717"
"17.11.2020 17:45 - 17.11.2020 18:00","70089","72597"
"17.11.2020 18:00 - 17.11.2020 18:15","69940","71821"
"17.11.2020 18:15 - 17.11.2020 18:30","69784","71417"
"17.11.2020 18:30 - 17.11.2020 18:45","69525","70924"
"17.11.2020 18:45 - 17.11.2020 19:00","69095","70296"
"17.11.2020 19:00 - 17.11.2020 19:15","68641","69450"
"17.11.2020 19:15 - 17.11.2020 19:30","67840","68632"
"17.11.2020 19:30 - 17.11.2020 19:45","67187","67889"
"17.11.2020 19:45 - 17.11.2020 20:00","66767","67298"
"17.11.2020 20:00 - 17.11.2020 20:15","65361","65874"
"17.11.2020 20:15 - 17.11.2020 20:30","63913","65044"
"17.11.2020 20:30 - 17.11.2020 20:45","62880","64307"
"17.11.2020 20:45 - 17.11.2020 21:00","61930","63569"
"17.11.2020 21:00 - 17.11.2020 21:15","60915","62739"
"17.11.2020 21:15 - 17.11.2020 21:30","60141","61906"
"17.11.2020 21:30 - 17.11.2020 21:45","59252","60926"
"17.11.2020 21:45 - 17.11.2020 22:00","58480","59899"
"17.11.2020 22:00 - 17.11.2020 22:15","58369","59265"
"17.11.2020 22:15 - 17.11.2020 22:30","57472","58191"
"17.11.2020 22:30 - 17.11.2020 22:45","56343","57007"
"17.11.2020 22:45 - 17.11.2020 23:00","55163","55978"
"17.11.2020 23:00 - 17.11.2020 23:15","53878","55153"
"17.11.2020 23:15 - 17.11.2020 23:30","52786","54294"
"17.11.2020 23:30 - 17.11.2020 23:45","51968","53211"
"17.11.2020 23:45 - 18.11.2020 00:00","51391","52792"
"18.11.2020 00:00 - 18.11.2020 00:15","50589","51311"
"18.11.2020 00:15 - 18.11.2020 00:30","49361","50402"
"18.11.2020 00:30 - 18.11.2020 00:45","48975","49621"
"18.11.2020 00:45 - 18.11.2020 01:00","48576","49064"
"18.11.2020 01:00 - 18.11.2020 01:15","48009","48156"
"18.11.2020 01:15 - 18.11.2020 01:30","47510","47609"
"18.11.2020 01:30 - 18.11.2020 01:45","47378","47373"
"18.11.2020 01:45 - 18.11.2020 02:00","47292","46960"
"18.11.2020 02:00 - 18.11.2020 02:15","47137","46716"
"18.11.2020 02:15 - 18.11.2020 02:30","46808","46620"
"18.11.2020 02:30 - 18.11.2020 02:45","46622","46744"
"18.11.2020 02:45 - 18.11.2020 03:00","46891","46819"
"18.11.2020 03:00 - 18.11.2020 03:15","47110","46689"
"18.11.2020 03:15 - 18.11.2020 03:30","47431","46665"
"18.11.2020 03:30 - 18.11.2020 03:45","47477","47008"
"18.11.2020 03:45 - 18.11.2020 04:00","47822","47295"
"18.11.2020 04:00 - 18.11.2020 04:15","48346","47713"
"18.11.2020 04:15 - 18.11.2020 04:30","48664","48150"
"18.11.2020 04:30 - 18.11.2020 04:45","49393","48508"
"18.11.2020 04:45 - 18.11.2020 05:00","49918","49140"
"18.11.2020 05:00 - 18.11.2020 05:15","50587","50737"
"18.11.2020 05:15 - 18.11.2020 05:30","51266","51336"
"18.11.2020 05:30 - 18.11.2020 05:45","52047","52580"
"18.11.2020 05:45 - 18.11.2020 06:00","53650","54048"
"18.11.2020 06:00 - 18.11.2020 06:15","56667","56514"
"18.11.2020 06:15 - 18.11.2020 06:30","58604","59132"
"18.11.2020 06:30 - 18.11.2020 06:45","60943","60734"
"18.11.2020 06:45 - 18.11.2020 07:00","62043","62382"
"18.11.2020 07:00 - 18.11.2020 07:15","64789","64490"
"18.11.2020 07:15 - 18.11.2020 07:30","65709","65694"
"18.11.2020 07:30 - 18.11.2020 07:45","66292","66194"
"18.11.2020 07:45 - 18.11.2020 08:00","66954","66809"
"18.11.2020 08:00 - 18.11.2020 08:15","67547","67842"
"18.11.2020 08:15 - 18.11.2020 08:30","68192","68244"
"18.11.2020 08:30 - 18.11.2020 08:45","68324","68503"
"18.11.2020 08:45 - 18.11.2020 09:00","68625","68724"
"18.11.2020 09:00 - 18.11.2020 09:15","68148","67864"
"18.11.2020 09:15 - 18.11.2020 09:30","69010","68262"
"18.11.2020 09:30 - 18.11.2020 09:45","69350","68503"
"18.11.2020 09:45 - 18.11.2020 10:00","69461","68863"
"18.11.2020 10:00 - 18.11.2020 10:15","69440","68600"
"18.11.2020 10:15 - 18.11.2020 10:30","69962","68739"
"18.11.2020 10:30 - 18.11.2020 10:45","70164","68793"
"18.11.2020 10:45 - 18.11.2020 11:00","69861","69338"
"18.11.2020 11:00 - 18.11.2020 11:15","69842","69310"
"18.11.2020 11:15 - 18.11.2020 11:30","70133","69823"
"18.11.2020 11:30 - 18.11.2020 11:45","70434","70357"
"18.11.2020 11:45 - 18.11.2020 12:00","70895","70470"
"18.11.2020 12:00 - 18.11.2020 12:15","69486","70357"
"18.11.2020 12:15 - 18.11.2020 12:30","69170","70233"
"18.11.2020 12:30 - 18.11.2020 12:45","69167","69958"
"18.11.2020 12:45 - 18.11.2020 13:00","69548","69563"
"18.11.2020 13:00 - 18.11.2020 13:15","69510","69109"
"18.11.2020 13:15 - 18.11.2020 13:30","69370","68685"
"18.11.2020 13:30 - 18.11.2020 13:45","68060","68085"
"18.11.2020 13:45 - 18.11.2020 14:00","68135","67724"
"18.11.2020 14:00 - 18.11.2020 14:15","68289","67571"
"18.11.2020 14:15 - 18.11.2020 14:30","68153","67382"
"18.11.2020 14:30 - 18.11.2020 14:45","67855","68325"
"18.11.2020 14:45 - 18.11.2020 15:00","68038","67865"
"18.11.2020 15:00 - 18.11.2020 15:15","67755","67634"
"18.11.2020 15:15 - 18.11.2020 15:30","67487","67417"
"18.11.2020 15:30 - 18.11.2020 15:45","66867","66584"
"18.11.2020 15:45 - 18.11.2020 16:00","66722","65961"
"18.11.2020 16:00 - 18.11.2020 16:15","66965","66274"
"18.11.2020 16:15 - 18.11.2020 16:30","66815","66327"
"18.11.2020 16:30 - 18.11.2020 16:45","67642","67086"
"18.11.2020 16:45 - 18.11.2020 17:00","68359","68228"
"18.11.2020 17:00 - 18.11.2020 17:15","69415","70298"
"18.11.2020 17:15 - 18.11.2020 17:30","70371","71300"
"18.11.2020 17:30 - 18.11.2020 17:45","71050","72173"
"18.11.2020 17:45 - 18.11.2020 18:00","70950","72425"
"18.11.2020 18:00 - 18.11.2020 18:15","70482","71832"
"18.11.2020 18:15 - 18.11.2020 18:30","70508","71387"
"18.11.2020 18:30 - 18.11.2020 18:45","69857","71007"
"18.11.2020 18:45 - 18.11.2020 19:00","69261","71022"
"18.11.2020 19:00 - 18.11.2020 19:15","69027","70224"
"18.11.2020 19:15 - 18.11.2020 19:30","68044","69907"
"18.11.2020 19:30 - 18.11.2020 19:45","67701","69172"
"18.11.2020 19:45 - 18.11.2020 20:00","67243","68449"
"18.11.2020 20:00 - 18.11.2020 20:15","65292","67046"
"18.11.2020 20:15 - 18.11.2020 20:30","64078","65685"
"18.11.2020 20:30 - 18.11.2020 20:45","63462","64655"
"18.11.2020 20:45 - 18.11.2020 21:00","62053","63668"
"18.11.2020 21:00 - 18.11.2020 21:15","61088","62379"
"18.11.2020 21:15 - 18.11.2020 21:30","60339","61502"
"18.11.2020 21:30 - 18.11.2020 21:45","59476","60790"
"18.11.2020 21:45 - 18.11.2020 22:00","58780","59962"
"18.11.2020 22:00 - 18.11.2020 22:15","58435","59870"
"18.11.2020 22:15 - 18.11.2020 22:30","57766","59122"
"18.11.2020 22:30 - 18.11.2020 22:45","57286","57947"
"18.11.2020 22:45 - 18.11.2020 23:00","55868","57597"
"18.11.2020 23:00 - 18.11.2020 23:15","54401","56928"
"18.11.2020 23:15 - 18.11.2020 23:30","53607","55783"
"18.11.2020 23:30 - 18.11.2020 23:45","52812","54914"
"18.11.2020 23:45 - 19.11.2020 00:00","52001","53981"
"19.11.2020 00:00 - 19.11.2020 00:15","51691","53376"
"19.11.2020 00:15 - 19.11.2020 00:30","50565","52601"
"19.11.2020 00:30 - 19.11.2020 00:45","50291","51769"
"19.11.2020 00:45 - 19.11.2020 01:00","49888","50935"
"19.11.2020 01:00 - 19.11.2020 01:15","48897","50239"
"19.11.2020 01:15 - 19.11.2020 01:30","48235","50070"
"19.11.2020 01:30 - 19.11.2020 01:45","48315","49437"
"19.11.2020 01:45 - 19.11.2020 02:00","48128","49754"
"19.11.2020 02:00 - 19.11.2020 02:15","47852","49381"
"19.11.2020 02:15 - 19.11.2020 02:30","47562","49151"
"19.11.2020 02:30 - 19.11.2020 02:45","47462","48750"
"19.11.2020 02:45 - 19.11.2020 03:00","47560","49009"
"19.11.2020 03:00 - 19.11.2020 03:15","47488","49246"
"19.11.2020 03:15 - 19.11.2020 03:30","47932","49141"
"19.11.2020 03:30 - 19.11.2020 03:45","47687","49019"
"19.11.2020 03:45 - 19.11.2020 04:00","47998","49433"
"19.11.2020 04:00 - 19.11.2020 04:15","48257","49888"
"19.11.2020 04:15 - 19.11.2020 04:30","48934","50047"
"19.11.2020 04:30 - 19.11.2020 04:45","49390","50424"
"19.11.2020 04:45 - 19.11.2020 05:00","49962","50832"
"19.11.2020 05:00 - 19.11.2020 05:15","50931","52402"
"19.11.2020 05:15 - 19.11.2020 05:30","51419","53237"
"19.11.2020 05:30 - 19.11.2020 05:45","52477","54239"
"19.11.2020 05:45 - 19.11.2020 06:00","54101","55929"
"19.11.2020 06:00 - 19.11.2020 06:15","57066","58714"
"19.11.2020 06:15 - 19.11.2020 06:30","59145","60777"
"19.11.2020 06:30 - 19.11.2020 06:45","61143","62863"
"19.11.2020 06:45 - 19.11.2020 07:00","62358","64635"
"19.11.2020 07:00 - 19.11.2020 07:15","65204","66604"
"19.11.2020 07:15 - 19.11.2020 07:30","66011","67550"
"19.11.2020 07:30 - 19.11.2020 07:45","66820","67905"
"19.11.2020 07:45 - 19.11.2020 08:00","67576","68926"
"19.11.2020 08:00 - 19.11.2020 08:15","68239","69474"
"19.11.2020 08:15 - 19.11.2020 08:30","68523","69937"
"19.11.2020 08:30 - 19.11.2020 08:45","68650","70132"
"19.11.2020 08:45 - 19.11.2020 09:00","69301","70754"
"19.11.2020 09:00 - 19.11.2020 09:15","68556","70011"
"19.11.2020 09:15 - 19.11.2020 09:30","68990","70561"
"19.11.2020 09:30 - 19.11.2020 09:45","69265","71168"
"19.11.2020 09:45 - 19.11.2020 10:00","69631","71583"
"19.11.2020 10:00 - 19.11.2020 10:15","69688","71822"
"19.11.2020 10:15 - 19.11.2020 10:30","70063","72122"
"19.11.2020 10:30 - 19.11.2020 10:45","70358","72305"
"19.11.2020 10:45 - 19.11.2020 11:00","70279","72963"
"19.11.2020 11:00 - 19.11.2020 11:15","70746","73053"
"19.11.2020 11:15 - 19.11.2020 11:30","70892","73651"
"19.11.2020 11:30 - 19.11.2020 11:45","71199","73960"
"19.11.2020 11:45 - 19.11.2020 12:00","71649","74221"
"19.11.2020 12:00 - 19.11.2020 12:15","70354","73670"
"19.11.2020 12:15 - 19.11.2020 12:30","70358","73560"
"19.11.2020 12:30 - 19.11.2020 12:45","70268","73528"
"19.11.2020 12:45 - 19.11.2020 13:00","70434","73330"
"19.11.2020 13:00 - 19.11.2020 13:15","70203","72893"
"19.11.2020 13:15 - 19.11.2020 13:30","70280","72436"
"19.11.2020 13:30 - 19.11.2020 13:45","69134","71756"
"19.11.2020 13:45 - 19.11.2020 14:00","69278","71351"
"19.11.2020 14:00 - 19.11.2020 14:15","69015","71688"
"19.11.2020 14:15 - 19.11.2020 14:30","68605","71598"
"19.11.2020 14:30 - 19.11.2020 14:45","68018","71372"
"19.11.2020 14:45 - 19.11.2020 15:00","68351","71124"
"19.11.2020 15:00 - 19.11.2020 15:15","68310","71113"
"19.11.2020 15:15 - 19.11.2020 15:30","68126","70252"
"19.11.2020 15:30 - 19.11.2020 15:45","67924","69695"
"19.11.2020 15:45 - 19.11.2020 16:00","67825","69434"
"19.11.2020 16:00 - 19.11.2020 16:15","67766","70197"
"19.11.2020 16:15 - 19.11.2020 16:30","67826","69518"
"19.11.2020 16:30 - 19.11.2020 16:45","68578","70645"
"19.11.2020 16:45 - 19.11.2020 17:00","69080","71332"
"19.11.2020 17:00 - 19.11.2020 17:15","70111","72598"
"19.11.2020 17:15 - 19.11.2020 17:30","70565","72708"
"19.11.2020 17:30 - 19.11.2020 17:45","71171","72722"
"19.11.2020 17:45 - 19.11.2020 18:00","71128","73274"
"19.11.2020 18:00 - 19.11.2020 18:15","71197","72606"
"19.11.2020 18:15 - 19.11.2020 18:30","71418","72239"
"19.11.2020 18:30 - 19.11.2020 18:45","71119","71164"
"19.11.2020 18:45 - 19.11.2020 19:00","70250","70450"
"19.11.2020 19:00 - 19.11.2020 19:15","70137","69679"
"19.11.2020 19:15 - 19.11.2020 19:30","68909","69371"
"19.11.2020 19:30 - 19.11.2020 19:45","68587","68784"
"19.11.2020 19:45 - 19.11.2020 20:00","68132","67592"
"19.11.2020 20:00 - 19.11.2020 20:15","66542","65839"
"19.11.2020 20:15 - 19.11.2020 20:30","65294","64374"
"19.11.2020 20:30 - 19.11.2020 20:45","64729","62534"
"19.11.2020 20:45 - 19.11.2020 21:00","63602","62047"
"19.11.2020 21:00 - 19.11.2020 21:15","62323","60889"
"19.11.2020 21:15 - 19.11.2020 21:30","61481","60176"
"19.11.2020 21:30 - 19.11.2020 21:45","60526","58979"
"19.11.2020 21:45 - 19.11.2020 22:00","60148","58059"
"19.11.2020 22:00 - 19.11.2020 22:15","59714","57806"
"19.11.2020 22:15 - 19.11.2020 22:30","58825","56788"
"19.11.2020 22:30 - 19.11.2020 22:45","58436","55911"
"19.11.2020 22:45 - 19.11.2020 23:00","56940","55047"
"19.11.2020 23:00 - 19.11.2020 23:15","55814","54097"
"19.11.2020 23:15 - 19.11.2020 23:30","54979","53199"
"19.11.2020 23:30 - 19.11.2020 23:45","54267","52106"
"19.11.2020 23:45 - 20.11.2020 00:00","53728","51580"
"20.11.2020 00:00 - 20.11.2020 00:15","53094","50883"
"20.11.2020 00:15 - 20.11.2020 00:30","51833","50426"
"20.11.2020 00:30 - 20.11.2020 00:45","51555","49890"
"20.11.2020 00:45 - 20.11.2020 01:00","51154","49603"
"20.11.2020 01:00 - 20.11.2020 01:15","50144","49043"
"20.11.2020 01:15 - 20.11.2020 01:30","49481","48456"
"20.11.2020 01:30 - 20.11.2020 01:45","49518","48536"
"20.11.2020 01:45 - 20.11.2020 02:00","49380","48029"
"20.11.2020 02:00 - 20.11.2020 02:15","48966","47642"
"20.11.2020 02:15 - 20.11.2020 02:30","48889","47789"
"20.11.2020 02:30 - 20.11.2020 02:45","48759","47973"
"20.11.2020 02:45 - 20.11.2020 03:00","49056","47440"
"20.11.2020 03:00 - 20.11.2020 03:15","49182","47881"
"20.11.2020 03:15 - 20.11.2020 03:30","49635","48671"
"20.11.2020 03:30 - 20.11.2020 03:45","49329","48552"
"20.11.2020 03:45 - 20.11.2020 04:00","49618","48611"
"20.11.2020 04:00 - 20.11.2020 04:15","50046","49019"
"20.11.2020 04:15 - 20.11.2020 04:30","50665","49426"
"20.11.2020 04:30 - 20.11.2020 04:45","50938","49965"
"20.11.2020 04:45 - 20.11.2020 05:00","51462","50615"
"20.11.2020 05:00 - 20.11.2020 05:15","52346","51696"
"20.11.2020 05:15 - 20.11.2020 05:30","52889","52702"
"20.11.2020 05:30 - 20.11.2020 05:45","53783","54144"
"20.11.2020 05:45 - 20.11.2020 06:00","55190","55489"
"20.11.2020 06:00 - 20.11.2020 06:15","58010","57551"
"20.11.2020 06:15 - 20.11.2020 06:30","59890","59150"
"20.11.2020 06:30 - 20.11.2020 06:45","61839","61104"
"20.11.2020 06:45 - 20.11.2020 07:00","62877","62511"
"20.11.2020 07:00 - 20.11.2020 07:15","64982","64587"
"20.11.2020 07:15 - 20.11.2020 07:30","65562","65910"
"20.11.2020 07:30 - 20.11.2020 07:45","66375","66763"
"20.11.2020 07:45 - 20.11.2020 08:00","67298","67108"
"20.11.2020 08:00 - 20.11.2020 08:15","67810","68311"
"20.11.2020 08:15 - 20.11.2020 08:30","67916","69158"
"20.11.2020 08:30 - 20.11.2020 08:45","68096","69361"
"20.11.2020 08:45 - 20.11.2020 09:00","68541","69530"
"20.11.2020 09:00 - 20.11.2020 09:15","67658","69761"
"20.11.2020 09:15 - 20.11.2020 09:30","68489","69667"
"20.11.2020 09:30 - 20.11.2020 09:45","68584","69433"
"20.11.2020 09:45 - 20.11.2020 10:00","69044","68970"
"20.11.2020 10:00 - 20.11.2020 10:15","68876","69509"
"20.11.2020 10:15 - 20.11.2020 10:30","69224","69548"
"20.11.2020 10:30 - 20.11.2020 10:45","69326","69503"
"20.11.2020 10:45 - 20.11.2020 11:00","69176","69969"
